"","baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
"C1orf159",3.69790394071427,0.0737602345732956,0.206104174878548,0.566714252807863,0.782380337383488,"C1orf159"
"C1orf162",0.267679070578686,0.00548907908919105,0.254163118186646,0.777329103250422,NA,"C1orf162"
"C1orf167",1.02424106113175,-0.0541995521100842,0.247787982032396,0.556252834053194,0.775941557292742,"C1orf167"
"C1orf174",26.142232741013,0.00277786606289468,0.110399289314229,0.978573302080316,0.992137216010352,"C1orf174"
"C1orf198",43.3151863358454,0.415344977197449,0.0873596832200791,3.50950437028701e-07,6.90971431652283e-06,"C1orf198"
"C1orf21",16.1457957102301,-0.24060323257019,0.147478693200394,0.0556442641146703,0.193922572528163,"C1orf21"
"C1orf21-DT",0.0226636363740512,-0.00319229093641186,0.25979677385728,0.947245174025106,NA,"C1orf21-DT"
"C1orf210",0.0403165538412141,-0.00542761481504322,0.2597865234481,0.944922977683524,NA,"C1orf210"
"C1orf216",1.26003463046715,0.819150396309822,0.519669004786644,0.00376658451560897,0.0251258747565623,"C1orf216"
"C1orf220",0.0298213053449475,-0.00401789041981337,0.259747132118327,0.934732366336935,NA,"C1orf220"
"C1orf226",0.636899821893183,0.0814041880191672,0.259390912518257,0.3554333368926,0.612227110000794,"C1orf226"
"C1orf35",12.2751877289546,0.529981772973254,0.158184224985828,0.000134219231401848,0.00153370767508325,"C1orf35"
"C1orf43",61.4585638208215,0.0016859563646904,0.0744279837335236,0.983411539851063,0.99433659455415,"C1orf43"
"C1orf50",2.2802672337002,0.0637870483146642,0.222869639797559,0.600004063174542,0.804621616378256,"C1orf50"
"C1orf50-AS1",0.051366423025628,0.0268664658146655,0.260230170778147,0.760817440397869,NA,"C1orf50-AS1"
"C1orf52",20.0194481531897,0.077944759547135,0.119828032803441,0.467667417128886,0.71205661078283,"C1orf52"
"C1orf53",6.94174099917477,-0.0214563336204131,0.171563780771578,0.868731570559618,0.943192860886177,"C1orf53"
"C1orf54",3.8482786604328,-0.309654764555809,0.301975264033806,0.0795179094414741,0.245983481358049,"C1orf54"
"C1orf56",96.955061253071,0.0646769842325541,0.0698493324234413,0.332713833801259,0.589744992819383,"C1orf56"
"C1orf74",0.915296651752766,0.314035847474352,0.47076559062002,0.0316887951808576,0.129618069720022,"C1orf74"
"C1QBP",28.5880281236709,-0.124969183421926,0.106399098558194,0.183067415414131,0.416637328749128,"C1QBP"
"C1QBPP2",0.0369466027631239,0.0250149449075574,0.260480273423882,0.80750803093945,NA,"C1QBPP2"
"C1QL1",0.769033389360133,0.114479152393798,0.270217727134234,0.243464006015362,0.493707009295089,"C1QL1"
"C1QL3",0.0162980552103934,-0.0026667756790606,0.259796678547768,0.950912560549867,NA,"C1QL3"
"C1QTNF1",0.789151416309825,0.0290664167607563,0.242253240505524,0.752222283158279,0.8877948638281,"C1QTNF1"
"C1QTNF1-AS1",2.79605398103038,0.608854827187687,0.32067112016156,0.00423358131706679,0.02765456207166,"C1QTNF1-AS1"
"C1QTNF12",0.103077371854651,0.00378155077774124,0.25814479079603,0.830669015344587,NA,"C1QTNF12"
"C1QTNF2",0.315462981158698,-0.0532485541038687,0.260589522576377,0.66060279838454,NA,"C1QTNF2"
"C1QTNF3",0.106971981444487,-0.0195060885368553,0.260095597665674,0.985935503817074,NA,"C1QTNF3"
"C1QTNF4",0.215411089238606,-0.0539592681383929,0.264975967982604,0.736269464218027,NA,"C1QTNF4"
"C1QTNF6",0.948459430352174,-0.0572790834614915,0.24853156636779,0.542662678593149,0.765679148113113,"C1QTNF6"
"C1QTNF7-AS1",0.0416119322379573,0.010759790305686,0.259225781569811,0.867643288663914,NA,"C1QTNF7-AS1"
"C1QTNF9B",0.011931877830367,-0.00189206981579313,0.259808616395677,0.954391457097181,NA,"C1QTNF9B"
"C1R",0.446753451101864,0.000897838161321807,0.250683272894432,0.909559149933706,NA,"C1R"
"C1RL",1.96337953602624,-0.000483236387043009,0.222614386430827,0.993586964259979,0.997832992705976,"C1RL"
"C1RL-AS1",0.0589804030029514,0.00857477251578338,0.258977292848456,0.850398677017979,NA,"C1RL-AS1"
"C1S",4.2219838295195,0.613237710303541,0.2843210647124,0.00255677062471365,0.018402020154189,"C1S"
"C2",0.0529125852316655,0.0169463807405726,0.259578032878809,0.826739974806359,NA,"C2"
"C20orf144",0.0213530208255613,0.0143984187672252,0.259758069531394,0.886156508232354,NA,"C20orf144"
"C20orf202",0.0291987115548195,-0.0039431556722814,0.259746487671093,0.934986773017816,NA,"C20orf202"
"C20orf203",0.0171033458290396,-0.00174520598495761,0.259788900967619,0.945695630046067,NA,"C20orf203"
"C20orf204",0.037280060549276,-0.00487325487427903,0.259764071354884,0.938895682309101,NA,"C20orf204"
"C20orf96",2.59939121237878,0.197347689373075,0.269787480549198,0.157661797663754,0.381300434754342,"C20orf96"
"C21orf58",7.41432511371215,0.199383231198386,0.187361751711201,0.155160399600325,0.377576980149263,"C21orf58"
"C21orf62",0.245657700980641,0.00472488477077284,0.254598134775029,0.795021072553581,NA,"C21orf62"
"C21orf62-AS1",1.85668980083836,0.499326792710977,0.424604914363397,0.0162387514596326,0.0793726434419976,"C21orf62-AS1"
"C21orf91",6.55148844661329,0.18974052114451,0.190397034009439,0.170023860847571,0.399602128399642,"C21orf91"
"C21orf91-OT1",0.018194597838053,-0.000160155531472215,0.259839617707745,0.946436884222568,NA,"C21orf91-OT1"
"C22orf15",1.04972634450612,-0.185545255542073,0.316314800906508,0.116186534679629,0.315030774311295,"C22orf15"
"C22orf23",0.377666513608761,0.0705461176873221,0.264650723054363,0.335616515401798,NA,"C22orf23"
"C22orf31",0.0930971036653124,-0.0139039287806425,0.259752853129129,0.935628380430599,NA,"C22orf31"
"C22orf39",42.9012239568571,0.0939195152715622,0.0860457087096986,0.246604410120923,0.497288623732101,"C22orf39"
"C22orf46P",1.65918964416434,-0.134366689205036,0.256931489902719,0.289422788981097,0.545094028169338,"C22orf46P"
"C2CD2",0.710443970168534,-0.00972528328772518,0.246367544906327,0.935561906087642,0.972602592787134,"C2CD2"
"C2CD2L",0.806112534891177,-0.0438347584371436,0.245976760926412,0.626442139174053,0.817643796342853,"C2CD2L"
"C2CD3",1.65389155919557,-0.134657699255457,0.264433092253873,0.275743682011288,0.531586157429362,"C2CD3"
"C2CD4C",0.0563199619193122,-0.0066619862955091,0.259659349203279,0.915891654402789,NA,"C2CD4C"
"C2CD4D-AS1",0.0447009224590703,-0.00515368739953214,0.259694481738433,0.919817415118119,NA,"C2CD4D-AS1"
"C2CD5",2.21882923441281,0.323519599223463,0.342648363826468,0.0520349173299648,0.185296149144718,"C2CD5"
"C2CD5-AS1",0.00892873979672915,-0.00176421306875738,0.259804819128204,0.954681885190932,NA,"C2CD5-AS1"
"C2CD6",0.101013020242859,0.0346110857735804,0.26077322648507,0.643384794860732,NA,"C2CD6"
"C2orf15",0.671780709207357,-0.187148628912741,0.349416742335006,0.069500246740504,0.22512425443931,"C2orf15"
"C2orf27A",0.0901127307201373,-0.0142589387317194,0.259724113255848,0.932724606367054,NA,"C2orf27A"
"C2orf42",1.31888612079347,0.863113099660852,0.47246725651695,0.00243835855978739,0.0177631667867314,"C2orf42"
"C2orf49",8.99792275241328,0.254761663594565,0.171827063492656,0.0585539763176404,0.200508322278779,"C2orf49"
"C2orf49-DT",0.447124369603696,-0.0131304144605079,0.249911987566302,0.936704106927767,NA,"C2orf49-DT"
"C2orf50",0.0809706129134502,0.0308989464429131,0.260702535822324,0.731172765972731,NA,"C2orf50"
"C2orf66",0.0145563971934292,-0.00213801789090094,0.259806699974701,0.952107185651229,NA,"C2orf66"
"C2orf68",79.7855865181604,0.0992248135662165,0.0655762877788373,0.119016153928284,0.319638772984436,"C2orf68"
"C2orf69",20.4562366880344,-0.235156805417067,0.135685528302428,0.0463487591591725,0.170351661987014,"C2orf69"
"C2orf72",0.236241793208727,-0.0339785176890483,0.258534096102912,0.841711304974389,NA,"C2orf72"
"C2orf73",0.0210433067181026,-0.00180638199591955,0.259769816288739,0.937689777400966,NA,"C2orf73"
"C2orf74-DT",8.73576208675475,-0.229145748526064,0.19227706098071,0.115694012457475,0.31410150425712,"C2orf74-DT"
"C2orf76",7.94093550917283,0.11695469847924,0.170207973696101,0.38002058671324,0.635509421727439,"C2orf76"
"C2orf81",0.461927969153552,-0.044995309888454,0.255104237422924,0.669848400855304,NA,"C2orf81"
"C2orf88",1.4275240434252,0.00457377688035002,0.226405353845916,0.973653526832874,0.989855065607547,"C2orf88"
"C2orf92",0.782238166231168,-0.106812096085916,0.267619001893185,0.269526910868113,0.52523514027753,"C2orf92"
"C3orf18",8.74654366464353,-0.0218519084806784,0.153872292494775,0.898359442231463,0.955955353354821,"C3orf18"
"C3orf20",0.0347540007433267,-0.00535410936286877,0.259755012969021,0.942408795752906,NA,"C3orf20"
"C3orf33",2.84512472880451,-0.112612326236503,0.225201039314006,0.40689830313812,0.659689117497512,"C3orf33"
"C3orf38",4.41475886875547,-0.0148381940496252,0.190512275196038,0.900940126457234,0.957187884388811,"C3orf38"
"C3orf52",1.60663105427197,0.567605051910277,0.557807331265326,0.0124766426721319,0.0647293366837493,"C3orf52"
"C3orf62",2.98503882343932,0.150780788489343,0.237268787530603,0.262779556245948,0.517375523807554,"C3orf62"
"C3orf70",0.430740266670105,-0.0726842740246486,0.265728875467623,0.485189678133857,NA,"C3orf70"
"C3orf86P",0.109987333367292,0.0379720826683382,0.261574300346008,0.642844752442998,NA,"C3orf86P"
"C4B",0.0100282178355966,-0.00020857037829325,0.259836273058022,0.946436884222568,NA,"C4B"
"C4orf19",0.326332375022277,-0.113148134263606,0.28858032300225,0.261946586038582,NA,"C4orf19"
"C4orf3",229.73456687659,-1.03011383456127,0.0621638791463764,1.35739209493512e-62,3.34849998948603e-60,"C4orf3"
"C4orf33",2.5528049655393,0.0713752316106888,0.21918414558996,0.581254348080723,0.792367640394796,"C4orf33"
"C4orf46",7.8836435938328,-0.115842085959809,0.179379615572191,0.366519640479312,0.621872366401918,"C4orf46"
"C4orf46P2",0.219289696743897,-0.0122518505224803,0.256646634895352,0.904026878179956,NA,"C4orf46P2"
"C4orf54",0.0241708724107756,0.00946432144934633,0.259360671403639,0.884676399158567,NA,"C4orf54"
"C5",0.121438773388688,0.0360354555011122,0.260860090380354,0.62065264932405,NA,"C5"
"C5AR1",4.20286529859033,-1.63289734255618,0.449731254496339,3.98131189497191e-05,0.000525040722753057,"C5AR1"
"C5AR2",0.0228957113980568,-0.00341614198693584,0.259774571475292,0.942558536070045,NA,"C5AR2"
"C5orf15",18.4238784065195,-0.0910015961958541,0.132347583198804,0.431300724451287,0.682368512867409,"C5orf15"
"C5orf22",12.3114111812636,-0.22114055640836,0.163846613915008,0.0990709779336848,0.28319199141035,"C5orf22"
"C5orf24",38.6217367446075,-0.177592657404211,0.0952055954376521,0.0439385338090641,0.16437365099935,"C5orf24"
"C5orf34",1.01583973391705,-0.105017717191806,0.262407630192485,0.303067605204875,0.560624071534534,"C5orf34"
"C5orf46",1.87848030594808,-1.32918993922499,0.802589816125376,0.00547667451387715,0.0341945618159248,"C5orf46"
"C5orf47",0.0303174531275381,0.00855097355702079,0.25924652286325,0.876564105563923,NA,"C5orf47"
"C5orf60",0.0117231793463327,-0.00187161250132471,0.25980877932282,0.954592378625741,NA,"C5orf60"
"C5orf63",0.723657884873607,-0.0644391459990335,0.252546063090177,0.460873736810285,0.706586946479429,"C5orf63"
"C5orf64",0.0724741253071462,0.0400372577921521,0.261988424338203,0.636736563987443,NA,"C5orf64"
"C6",0.0209253499920315,-0.00318962245821901,0.259772189279782,0.94359607819993,NA,"C6"
"C6orf120",8.98984527875984,0.332987705377209,0.183057615973064,0.0194357250045255,0.0903290935655469,"C6orf120"
"C6orf132",0.0940706868304381,-0.0169276884107086,0.25986430640776,0.957694462210458,NA,"C6orf132"
"C6orf136",8.57015305264188,-0.117597123965613,0.170227480716249,0.377488822652929,0.632718742045896,"C6orf136"
"C6orf141",0.0449331581940527,-0.00591474256027945,0.25975778363901,0.939907589266517,NA,"C6orf141"
"C6orf163",0.25282008916976,-0.00820863601845749,0.254143972449179,0.95178090049793,NA,"C6orf163"
"C6orf226",2.83753534583181,0.113794135438138,0.225507016428969,0.385671131534053,0.641137487556808,"C6orf226"
"C6orf47",8.35924388474739,-0.0502032367949841,0.160762647843747,0.70477537625897,0.862693183230913,"C6orf47"
"C6orf47-AS1",3.69932740065348,0.0553895364887685,0.198870144839123,0.666481476485289,0.841948849309794,"C6orf47-AS1"
"C6orf52",1.12060242036428,0.186990714913354,0.314830009182389,0.107898173074281,0.298815562126141,"C6orf52"
"C6orf58",0.0473234029031927,-0.00586020861531167,0.259711114349403,0.927162693913705,NA,"C6orf58"
"C6orf62",289.544889224517,-0.0539879871650865,0.0423479310917699,0.181671434933,0.414434872691219,"C6orf62"
"C6orf89",26.2927191798902,0.317752437717567,0.109481019395501,0.00138305955020943,0.0110895001198881,"C6orf89"
"C7",6.01881141787514,-0.254938392237405,0.226697023312304,0.106783208858747,0.297021486514564,"C7"
"C7orf25",0.27461459573524,0.0107556763425184,0.254304591201688,0.703398485958594,NA,"C7orf25"
"C7orf50",86.8737859207726,-0.233916914897772,0.0708334956280692,0.000588099485434825,0.0054124942401284,"C7orf50"
"C7orf57",0.112970344526022,0.04587464535205,0.262629456495756,0.559884588085749,NA,"C7orf57"
"C8G",0.0157063767888742,-0.00231571529159329,0.259786135482644,0.94644599897081,NA,"C8G"
"C8orf33",23.1894458386726,0.121842025297183,0.113617905548854,0.254808275498081,0.507545647178757,"C8orf33"
"C8orf34",0.0403874335881506,-0.00478731929751542,0.259720114324241,0.926121461811212,NA,"C8orf34"
"C8orf44",4.29380923717098,0.137781120984169,0.212458651875172,0.303752846592231,0.561079806632926,"C8orf44"
"C8orf48",0.488593780401126,-0.0238312977665617,0.249950085472874,0.797270424637628,0.912393415865103,"C8orf48"
"C8orf58",0.670615632915498,-0.15936218597327,0.308957280168246,0.0957559090044233,0.277071088128944,"C8orf58"
"C8orf76",7.19954643159913,0.279919314931736,0.197548533848203,0.0543963367955424,0.191220315014886,"C8orf76"
"C8orf82",2.32918348571095,0.0322699575501668,0.214068453019838,0.791826122097681,0.909602304794642,"C8orf82"
"C8orf88",4.79952657808105,-0.568948456300415,0.33784169057583,0.0120992316191225,0.0635045611181392,"C8orf88"
"C8orf89",0.063420386875591,0.0157465548797132,0.259404502111698,0.811632505238371,NA,"C8orf89"
"C9",0.0160403436776863,-0.00228365097341354,0.259784132827847,0.946192347046837,NA,"C9"
"C9orf152",0.0193324373974256,-0.00163682368903025,0.259771803199894,0.938825143746996,NA,"C9orf152"
"C9orf153",0.11281519861667,0.00971591409718632,0.258419570230026,0.787797822041454,NA,"C9orf153"
"C9orf163",0.020273842695219,-0.00260050068414585,0.259780480741699,0.943340902749516,NA,"C9orf163"
"C9orf40",0.84447837377983,-0.0563838483209121,0.250983270563401,0.517474946548248,0.748380645626454,"C9orf40"
"C9orf43",0.326258674703467,0.0226576206006223,0.25413252733419,0.64951184788674,NA,"C9orf43"
"C9orf50",0.174669137455474,0.044522003551777,0.260991838311524,0.505904839032318,NA,"C9orf50"
"C9orf72",7.52766692914481,0.275962259656932,0.191094910070903,0.0536749258283815,0.189580079126016,"C9orf72"
"C9orf78",43.85804632373,0.306979146124801,0.0886606856269831,0.000223059481693136,0.00239038444563998,"C9orf78"
"C9orf78P2",0.0245088611861999,-0.00380698132394167,0.259787592961706,0.947596455794208,NA,"C9orf78P2"
"C9orf85",5.83217912498145,-0.171259803068407,0.21218390413848,0.233054245447163,0.481296037749631,"C9orf85"
"C9orf85P2",0.188803098698288,-0.0366498543003891,0.261528619691995,0.9125155367861,NA,"C9orf85P2"
"CA11",6.58934077064724,-0.00154091923939847,0.172995032323406,0.987022520954055,0.995519286162697,"CA11"
"CA12",0.474034641254875,-0.106949219379296,0.281532200764042,0.21289531290899,NA,"CA12"
"CA13",0.841950581862247,0.0087699600710398,0.239664744181937,0.920865392009294,0.965209322408476,"CA13"
"CA14",4.23631523416584,0.0593408142765531,0.199952412768751,0.64690606781005,0.83082127798267,"CA14"
"CA2",0.698901204211495,0.0531517067359741,0.250809840697387,0.532284893441792,0.758228741439219,"CA2"
"CA3",0.128720705105531,-0.0298897336724595,0.260844048407082,0.943395221190812,NA,"CA3"
"CA3-AS1",0.12713309286509,-0.0249491981990564,0.260565277103778,0.952159705685208,NA,"CA3-AS1"
"CA5B",4.23982094559508,-0.0299014396827515,0.198639137572278,0.821026350359595,0.922838605724477,"CA5B"
"CA5BP1",4.06961609072487,-0.316181997692225,0.293007802284053,0.0745424502339179,0.23604796536444,"CA5BP1"
"CA7",0.0754800579835008,0.00646551545507359,0.258750442825858,0.837058926361871,NA,"CA7"
"CA8",0.203516923950239,0.00932523216266286,0.255306002515148,0.759441485200602,NA,"CA8"
"CA9",0.143657943307661,-0.0318750518417135,0.261038016901016,0.940892052555393,NA,"CA9"
"CAAP1",4.01256588428395,-0.223131931146056,0.260120982636417,0.151665197948896,0.372345092187976,"CAAP1"
"CAB39",6.3911280711441,-0.184385880577707,0.20866284144381,0.211289095870401,0.452849764079304,"CAB39"
"CAB39L",3.09896834817714,0.110549265420801,0.222888498729465,0.419127377264243,0.671227346516105,"CAB39L"
"CABCOCO1",0.0675361476837671,0.0164749693601182,0.259400103859489,0.809761016244728,NA,"CABCOCO1"
"CABIN1",5.8455703177382,0.108193955560603,0.185871004053584,0.420673014633256,0.672672038331683,"CABIN1"
"CABLES1",0.380967254159413,0.0227056982658107,0.252894835902255,0.661755882065597,NA,"CABLES1"
"CABLES2",1.35031583602671,0.195247731667206,0.304783432908747,0.125155330817428,0.329685765706463,"CABLES2"
"CABP1",0.0143592553022131,-0.000213195459086637,0.259835683432764,0.943581905029741,NA,"CABP1"
"CABP4",0.130958408884256,0.0316481625114411,0.260024249411988,0.647194479748312,NA,"CABP4"
"CABP7",0.137811743961663,0.00702315620998707,0.257946871989658,0.798587388088022,NA,"CABP7"
"CABYR",0.439370083477558,0.0482354442115453,0.254590400541948,0.515368295849382,NA,"CABYR"
"CACFD1",8.62332326855645,-0.151873690972255,0.177334821355324,0.264918157995333,0.519670598353361,"CACFD1"
"CACHD1",1.11327342358839,-0.220919642891254,0.35240960108595,0.0847690344537065,0.256441146256255,"CACHD1"
"CACNA1A",0.0414538308261216,-0.00525551607155722,0.259734469919714,0.933307919497612,NA,"CACNA1A"
"CACNA1B",0.0632610030134383,0.00877204055558216,0.258844182651767,0.840682577565342,NA,"CACNA1B"
"CACNA1C",8.14139387711482,0.0197644238148241,0.159838597148653,0.875148168784915,0.944959078512358,"CACNA1C"
"CACNA1C-AS1",0.0321686319590407,-0.00309919838102115,0.259745028417051,0.932509880850004,NA,"CACNA1C-AS1"
"CACNA1C-AS4",0.0107069531724333,-0.00146844203554124,0.25979876617913,0.950558723077015,NA,"CACNA1C-AS4"
"CACNA1C-IT1",0.0293376239387425,0.0147780923060117,0.259611609293942,0.864420740708896,NA,"CACNA1C-IT1"
"CACNA1D",2.36260061261936,0.10624878960174,0.232399827759896,0.402519152876874,0.656265627348525,"CACNA1D"
"CACNA1G",4.69322789102524,-0.110525758785237,0.202319464413908,0.422937078904807,0.673967243787382,"CACNA1G"
"CACNA1G-AS1",0.0728621102283329,-0.0120869827349579,0.259771166461657,0.943146295325892,NA,"CACNA1G-AS1"
"CACNA1H",0.0955178425271493,-0.0139258704194437,0.259805241500826,0.938156537121782,NA,"CACNA1H"
"CACNA1S",0.154403959777353,0.0252098873853718,0.258487929783213,0.652780782524452,NA,"CACNA1S"
"CACNA2D1",2.44012018631373,-0.0711835547118933,0.22105390499904,0.577755883669766,0.790464082996695,"CACNA2D1"
"CACNA2D2",0.910306607012978,0.0242271236237483,0.23863207273828,0.783060551545207,0.905012094944743,"CACNA2D2"
"CACNA2D3",0.167769353333343,-0.0102809247206058,0.257625195714974,0.965207378426863,NA,"CACNA2D3"
"CACNB1",7.09355131400815,-0.322074548162803,0.226650864951638,0.0487110636807116,0.17657467067384,"CACNB1"
"CACNB2",33.641877934352,1.07719906181589,0.086962965657075,1.20193487015848e-36,1.73810834499584e-34,"CACNB2"
"CACNB3",2.03944846952756,-0.0143354123043682,0.218055327422135,0.905193392615514,0.957960806905769,"CACNB3"
"CACNB4",0.0497802884937738,-0.00635769469839143,0.259690693352214,0.921945746045407,NA,"CACNB4"
"CACNG4",0.0624329200128966,0.00678843430541976,0.258708535409764,0.853305533115537,NA,"CACNG4"
"CACNG6",0.0939929072413476,-0.0181162805377102,0.260056231137115,0.999691907216553,NA,"CACNG6"
"CACNG8",0.0950620442682315,0.0110663340472555,0.258602730000377,0.786451130064913,NA,"CACNG8"
"CACTIN",0.799746480449784,-0.0243001172703345,0.244199393647562,0.779482015381087,0.902872056091542,"CACTIN"
"CACTIN-AS1",0.0360049004377466,-0.00439477822843617,0.259717380885175,0.927563763459349,NA,"CACTIN-AS1"
"CACUL1",57.8212376229626,0.287883810110957,0.075340680300446,6.09671613807418e-05,0.00076018618169585,"CACUL1"
"CACYBP",46.7397392645206,0.0657503413945645,0.0897360361794587,0.427742183664999,0.678615941070536,"CACYBP"
"CACYBPP1",0.0119923266971878,-0.00189921589327132,0.259808630602278,0.954333856952551,NA,"CACYBPP1"
"CACYBPP2",0.268850626671866,0.0416314676991422,0.258539164825549,0.524434439623919,NA,"CACYBPP2"
"CAD",0.902594305590841,0.365845143804622,0.544370288919362,0.0256779064161757,0.111436267893034,"CAD"
"CADM1",40.4354352930828,0.390091831921453,0.10495818710838,6.13713936354737e-05,0.000763712664023634,"CADM1"
"CADM2",0.0301912267365183,-0.00455723828305772,0.259768173457273,0.94112744133503,NA,"CADM2"
"CADM4",10.3403965698872,-0.0274901003274632,0.155434078072975,0.834132613165848,0.928938869278528,"CADM4"
"CADPS",6.59187951878085,-0.271659348313458,0.239024180221213,0.0928970012101726,0.272305958113975,"CADPS"
"CADPS2",1.321474663913,0.554939454040194,0.579059605721576,0.0132948827449417,0.0680207075291223,"CADPS2"
"CAGE1",0.0108461914583392,-0.00140204443274211,0.25979802473231,0.950558723077015,NA,"CAGE1"
"CAHM",0.654682667059799,0.0336247303342301,0.248553274555307,0.673495338431757,0.845720846687478,"CAHM"
"CALB1",0.0375925463109444,-0.00466619364912082,0.259794041236189,0.949533285623432,NA,"CALB1"
"CALB2",1.05463058987612,0.314008658602418,0.483584364557793,0.0302931130389498,0.125524150545539,"CALB2"
"CALCA",0.0173612846862356,-0.0023424163833237,0.25978159686517,0.945234626378879,NA,"CALCA"
"CALCB",0.0731681725090065,0.00347141258335984,0.258636754420838,0.850098820818765,NA,"CALCB"
"CALCOCO1",14.2873134856149,0.364107131777631,0.149000724275435,0.00414200863550207,0.0271550863174839,"CALCOCO1"
"CALCOCO2",19.1213520056874,0.740097956378949,0.122837202989604,1.57856097475777e-10,5.15840925283831e-09,"CALCOCO2"
"CALCRL",0.18934639637611,0.0508900558988108,0.262050387407224,0.447131721261918,NA,"CALCRL"
"CALCRL-AS1",0.026253086906326,0.0191523646721477,0.260128919992124,0.871072672749151,NA,"CALCRL-AS1"
"CALD1",20.1489437013175,-0.329422456046461,0.17016599458501,0.0181889272370798,0.0864833309031373,"CALD1"
"CALHM1",0.0354559243728639,-0.00586986383759371,0.259782061573133,0.94944291131257,NA,"CALHM1"
"CALHM2",0.0258571226559087,-0.00191282013334171,0.259763549015172,0.934963706819536,NA,"CALHM2"
"CALHM4",0.020081725668859,0.0222034716662181,0.260719251416456,0.882547723717116,NA,"CALHM4"
"CALHM5",0.18392021994523,-0.0110932690446435,0.257239668787021,0.940047230209925,NA,"CALHM5"
"CALHM6",0.0102156202704523,-0.00180688679511492,0.25980675147749,0.954681885190932,NA,"CALHM6"
"CALHM6-AS1",0.0364454188842472,-0.00320042565547552,0.2597403138796,0.93088127607314,NA,"CALHM6-AS1"
"CALM1",264.698457681676,-0.461168635517281,0.0594869448470266,4.3600926366916e-15,2.26670766372798e-13,"CALM1"
"CALM2",436.689626130438,-0.158244702875811,0.0513906497721442,0.00135862432360226,0.010942475307157,"CALM2"
"CALM2P2",0.0298931135846077,-0.00327442360225279,0.259752494118508,0.933387448328139,NA,"CALM2P2"
"CALM3",173.990872676018,-0.339489905216144,0.0526711198002722,4.59856842346347e-11,1.60262020320205e-09,"CALM3"
"CALML3-AS1",0.0132159348641194,0.0186689156617767,0.260422151146573,0.902746656373204,NA,"CALML3-AS1"
"CALML4",0.0787361766681255,-0.00810653590354071,0.259613862885525,0.901875643444715,NA,"CALML4"
"CALML6",0.0110084145784432,-0.00184048190291591,0.2598079991707,0.954681885190932,NA,"CALML6"
"CALN1",0.139111239811944,-0.0308053031391979,0.261083362660395,0.927150800572823,NA,"CALN1"
"CALR",312.332756680151,-0.470464154545732,0.052356047738771,5.36449620421771e-20,3.94682612545398e-18,"CALR"
"CALR4P",0.160396208342059,0.0357010759541299,0.260389928235552,0.587701809842308,NA,"CALR4P"
"CALU",151.011723252315,-0.209325791532565,0.0656878892950772,0.000962992134159946,0.00811849290279204,"CALU"
"CALY",0.263500958815697,-0.0159217743170691,0.253753245903173,0.971881616240801,NA,"CALY"
"CAMK1",3.37162237027344,0.00764841416045972,0.197311486656817,0.939409597663138,0.974176734932406,"CAMK1"
"CAMK1D",3.62615729423814,0.72991328936373,0.293557298331651,0.000855267467565555,0.00739527148415275,"CAMK1D"
"CAMK1G",0.120053580295237,-0.020930912236944,0.260153037053088,0.985180424926996,NA,"CAMK1G"
"CAMK2A",28.0005617215932,0.106395970669285,0.110072055242134,0.283301164101301,0.539326222492331,"CAMK2A"
"CAMK2B",20.690355334941,0.0380814953017879,0.115223309575376,0.687840395625162,0.852708599986027,"CAMK2B"
"CAMK2D",267.921810178149,-0.139258916432319,0.052783203349076,0.00914619069489401,0.0513098885829969,"CAMK2D"
"CAMK2G",7.5300812813721,0.108893994228418,0.17626164357877,0.408401405648498,0.661073194601555,"CAMK2G"
"CAMK2G-AS1",0.211366684366934,0.0801111620245364,0.271883446101444,0.308740285668193,NA,"CAMK2G-AS1"
"CAMK2N1",0.429519915282177,-0.0627755928009561,0.263027953789192,0.576708847741684,NA,"CAMK2N1"
"CAMK2N2",0.147964513019793,-0.0309562061864292,0.261007776731414,0.924696437733956,NA,"CAMK2N2"
"CAMK4",0.281839020920835,-0.0551263854569161,0.262168267388464,0.594300986896844,NA,"CAMK4"
"CAMKK1",1.20973693939618,-0.098405478550401,0.259596562157777,0.348967826630767,0.606236430107938,"CAMKK1"
"CAMKK2",4.49746176719957,-0.133526826251589,0.211172607262385,0.344426795764743,0.601837988543922,"CAMKK2"
"CAMKMT",1.23227235182774,-0.155892475835585,0.284615564807106,0.203706429097467,0.444601980275298,"CAMKMT"
"CAMLG",27.8958368790965,0.217904376215836,0.115381178495133,0.0348272304334692,0.139054708373049,"CAMLG"
"CAMSAP1",2.08461107798841,-0.100889318277289,0.23852834891196,0.418692623664298,0.671028267301979,"CAMSAP1"
"CAMSAP1-DT",0.634998283999007,0.202877692134126,0.355558152635901,0.045789499045909,0.168993548354247,"CAMSAP1-DT"
"CAMSAP2",3.91201093729537,-0.0433085631189161,0.204347819791931,0.736058542256958,0.879509214563091,"CAMSAP2"
"CAMSAP3",0.114516803256816,-0.0163096215810094,0.259735626941428,0.924811780733917,NA,"CAMSAP3"
"CAMTA1",153.081540059412,-0.176426645427089,0.0684493273650305,0.00724976207263349,0.0429220031227303,"CAMTA1"
"CAMTA1-DT",0.331003292942095,-0.0141860564443602,0.252991107966055,0.999108707241129,NA,"CAMTA1-DT"
"CAMTA1-IT1",0.58352890468191,1.6450961398159,0.707416620956444,0.000556446646574335,0.00516653524763964,"CAMTA1-IT1"
